,gameplayId,stunt,possessionTeam,defensiveTeam,blitz
48,2021090900_3933,0,TB,DAL,0.0
49,2021090900_4094,0,DAL,TB,0.0
50,2021090900_410,1,TB,DAL,1.0
51,2021090900_4141,0,DAL,TB,0.0
52,2021090900_4189,1,DAL,TB,0.0
53,2021090900_4246,1,DAL,TB,0.0
54,2021090900_4287,0,DAL,TB,0.0
55,2021090900_434,1,TB,DAL,1.0
56,2021090900_4428,0,DAL,TB,0.0
57,2021090900_4538,1,TB,DAL,0.0
58,2021090900_456,0,TB,DAL,0.0
59,2021090900_4560,1,TB,DAL,1.0
60,2021090900_4624,0,TB,DAL,0.0
61,2021090900_4653,1,TB,DAL,1.0
62,2021090900_4677,0,TB,DAL,0.0
63,2021090900_4699,1,TB,DAL,0.0
64,2021090900_4728,1,TB,DAL,0.0
65,2021090900_4750,1,TB,DAL,0.0
66,2021090900_4772,1,TB,DAL,1.0
67,2021090900_480,1,TB,DAL,0.0
68,2021090900_509,0,TB,DAL,0.0
69,2021090900_559,1,TB,DAL,0.0
70,2021090900_687,1,DAL,TB,1.0
71,2021090900_788,0,DAL,TB,1.0
72,2021090900_925,1,TB,DAL,0.0
73,2021090900_947,1,TB,DAL,0.0
74,2021090900_97,1,TB,DAL,1.0
75,2021091200_1023,1,ATL,PHI,0.0
76,2021091200_1085,0,ATL,PHI,0.0
77,2021091200_1182,1,PHI,ATL,0.0
78,2021091200_1206,0,PHI,ATL,0.0
79,2021091200_1249,1,PHI,ATL,0.0
80,2021091200_146,0,ATL,PHI,0.0
81,2021091200_1494,1,ATL,PHI,0.0
82,2021091200_1558,0,PHI,ATL,0.0
83,2021091200_1582,1,PHI,ATL,0.0
84,2021091200_1606,0,PHI,ATL,0.0
85,2021091200_1630,0,PHI,ATL,0.0
86,2021091200_1732,1,PHI,ATL,1.0
87,2021091200_1792,0,PHI,ATL,0.0
88,2021091200_1991,0,PHI,ATL,0.0
89,2021091200_2020,0,PHI,ATL,1.0
90,2021091200_2063,1,PHI,ATL,0.0
91,2021091200_2121,1,PHI,ATL,0.0
92,2021091200_2145,1,PHI,ATL,1.0
93,2021091200_2214,0,PHI,ATL,0.0
94,2021091200_2275,0,PHI,ATL,0.0
95,2021091200_231,0,ATL,PHI,1.0
96,2021091200_2321,0,PHI,ATL,0.0
97,2021091200_2399,1,PHI,ATL,0.0
98,2021091200_2631,1,PHI,ATL,0.0
99,2021091200_2675,0,ATL,PHI,0.0
100,2021091200_2720,0,ATL,PHI,0.0
101,2021091200_2906,1,PHI,ATL,0.0
102,2021091200_2935,0,PHI,ATL,1.0
103,2021091200_3045,0,ATL,PHI,0.0
104,2021091200_3145,0,ATL,PHI,0.0
105,2021091200_3416,0,ATL,PHI,0.0
106,2021091200_3480,0,ATL,PHI,0.0
107,2021091200_3502,0,ATL,PHI,0.0
108,2021091200_3599,1,PHI,ATL,1.0
109,2021091200_3659,0,PHI,ATL,1.0
110,2021091200_370,0,ATL,PHI,0.0
111,2021091200_3728,0,ATL,PHI,0.0
112,2021091200_3752,1,ATL,PHI,0.0
113,2021091200_3798,0,ATL,PHI,0.0
114,2021091200_3820,0,ATL,PHI,0.0
115,2021091200_3928,1,PHI,ATL,1.0
116,2021091200_3988,0,ATL,PHI,0.0
117,2021091200_4017,0,ATL,PHI,0.0
118,2021091200_4112,1,ATL,PHI,0.0
119,2021091200_4274,1,ATL,PHI,0.0
120,2021091200_4298,1,ATL,PHI,0.0
121,2021091200_4317,1,ATL,PHI,0.0
122,2021091200_4346,1,ATL,PHI,0.0
123,2021091200_605,1,PHI,ATL,1.0
124,2021091200_821,1,ATL,PHI,0.0
125,2021091200_843,0,ATL,PHI,0.0
126,2021091201_1058,0,BUF,PIT,0.0
127,2021091201_1087,1,BUF,PIT,0.0
128,2021091201_111,1,BUF,PIT,0.0
129,2021091201_1148,1,BUF,PIT,0.0
130,2021091201_1234,0,PIT,BUF,0.0
131,2021091201_1300,1,PIT,BUF,0.0
132,2021091201_1367,0,BUF,PIT,0.0
133,2021091201_1393,1,BUF,PIT,0.0
134,2021091201_1486,1,PIT,BUF,0.0
135,2021091201_1548,1,BUF,PIT,0.0
136,2021091201_1629,1,BUF,PIT,0.0
137,2021091201_1653,1,BUF,PIT,0.0
138,2021091201_1746,1,BUF,PIT,0.0
139,2021091201_1808,0,BUF,PIT,0.0
140,2021091201_1870,1,BUF,PIT,0.0
141,2021091201_1951,1,BUF,PIT,0.0
142,2021091201_2209,0,PIT,BUF,0.0
143,2021091201_2302,1,PIT,BUF,0.0
144,2021091201_2362,1,BUF,PIT,0.0
145,2021091201_2392,1,BUF,PIT,0.0
146,2021091201_2414,0,BUF,PIT,0.0
147,2021091201_2438,1,BUF,PIT,0.0
148,2021091201_2483,1,BUF,PIT,0.0
149,2021091201_2547,1,BUF,PIT,0.0
150,2021091201_2612,1,BUF,PIT,0.0
151,2021091201_262,1,PIT,BUF,1.0
152,2021091201_2634,0,PIT,BUF,1.0
153,2021091201_2709,1,PIT,BUF,1.0
154,2021091201_2731,0,PIT,BUF,0.0
155,2021091201_2828,0,PIT,BUF,0.0
156,2021091201_2850,0,PIT,BUF,0.0
157,2021091201_2912,1,BUF,PIT,0.0
158,2021091201_2936,0,BUF,PIT,0.0
159,2021091201_2983,1,BUF,PIT,0.0
160,2021091201_3004,0,BUF,PIT,0.0
161,2021091201_3049,1,BUF,PIT,0.0
162,2021091201_3219,1,PIT,BUF,0.0
163,2021091201_3312,0,BUF,PIT,0.0
164,2021091201_3346,0,BUF,PIT,0.0
165,2021091201_3431,0,BUF,PIT,0.0
166,2021091201_3584,1,BUF,PIT,0.0
167,2021091201_3756,1,PIT,BUF,0.0
168,2021091201_3799,1,PIT,BUF,0.0
169,2021091201_3878,0,PIT,BUF,0.0
170,2021091201_3967,0,BUF,PIT,0.0
171,2021091201_3989,0,BUF,PIT,0.0
172,2021091201_4011,1,BUF,PIT,0.0
173,2021091201_4033,0,BUF,PIT,0.0
174,2021091201_4074,1,BUF,PIT,0.0
175,2021091201_4156,1,BUF,PIT,0.0
176,2021091201_4180,1,BUF,PIT,0.0
177,2021091201_4209,1,BUF,PIT,0.0
178,2021091201_430,1,BUF,PIT,0.0
179,2021091201_454,1,BUF,PIT,0.0
180,2021091201_561,1,BUF,PIT,0.0
181,2021091201_63,1,BUF,PIT,0.0
182,2021091201_639,0,PIT,BUF,0.0
183,2021091201_762,0,BUF,PIT,0.0
184,2021091201_901,1,PIT,BUF,0.0
185,2021091201_997,1,PIT,BUF,0.0
186,2021091202_1021,0,CAR,NYJ,0.0
187,2021091202_1074,0,CAR,NYJ,1.0
188,2021091202_1113,1,CAR,NYJ,0.0
189,2021091202_1241,1,NYJ,CAR,0.0
190,2021091202_1319,0,NYJ,CAR,0.0
191,2021091202_1441,0,CAR,NYJ,0.0
192,2021091202_1497,1,NYJ,CAR,1.0
193,2021091202_1519,1,NYJ,CAR,0.0
194,2021091202_1543,1,NYJ,CAR,0.0
195,2021091202_1596,1,NYJ,CAR,0.0
196,2021091202_1774,0,NYJ,CAR,0.0
197,2021091202_1798,0,NYJ,CAR,0.0
198,2021091202_1885,1,CAR,NYJ,1.0
199,2021091202_1909,0,CAR,NYJ,0.0
200,2021091202_1943,0,CAR,NYJ,0.0
201,2021091202_1967,1,CAR,NYJ,1.0
202,2021091202_1991,0,CAR,NYJ,0.0
203,2021091202_210,1,NYJ,CAR,0.0
204,2021091202_2196,1,CAR,NYJ,1.0
205,2021091202_2261,0,NYJ,CAR,1.0
206,2021091202_2345,0,NYJ,CAR,0.0
207,2021091202_2367,1,NYJ,CAR,0.0
208,2021091202_2481,1,CAR,NYJ,1.0
209,2021091202_2503,1,CAR,NYJ,1.0
210,2021091202_2586,1,NYJ,CAR,0.0
211,2021091202_2662,0,CAR,NYJ,0.0
212,2021091202_2821,0,NYJ,CAR,1.0
213,2021091202_2949,1,NYJ,CAR,0.0
214,2021091202_3075,0,CAR,NYJ,0.0
215,2021091202_3376,1,NYJ,CAR,1.0
216,2021091202_3398,1,NYJ,CAR,1.0
217,2021091202_3420,1,NYJ,CAR,1.0
218,2021091202_3512,1,CAR,NYJ,0.0
219,2021091202_3536,0,CAR,NYJ,0.0
220,2021091202_3675,0,NYJ,CAR,0.0
221,2021091202_3699,0,NYJ,CAR,0.0
222,2021091202_3723,1,NYJ,CAR,0.0
223,2021091202_3745,0,NYJ,CAR,0.0
224,2021091202_3767,1,NYJ,CAR,1.0
225,2021091202_3791,0,NYJ,CAR,0.0
226,2021091202_3820,1,NYJ,CAR,0.0
227,2021091202_3843,1,NYJ,CAR,0.0
228,2021091202_3889,0,NYJ,CAR,0.0
229,2021091202_3914,0,NYJ,CAR,1.0
230,2021091202_394,0,CAR,NYJ,1.0
231,2021091202_489,1,NYJ,CAR,1.0
232,2021091202_602,0,CAR,NYJ,1.0
233,2021091202_664,0,CAR,NYJ,1.0
234,2021091202_688,1,CAR,NYJ,1.0
235,2021091202_815,0,NYJ,CAR,0.0
236,2021091202_837,1,NYJ,CAR,0.0
237,2021091202_88,0,NYJ,CAR,0.0
238,2021091202_957,1,CAR,NYJ,1.0
239,2021091203_1041,0,MIN,CIN,0.0
240,2021091203_125,0,MIN,CIN,0.0
241,2021091203_1258,0,MIN,CIN,0.0
242,2021091203_1414,1,CIN,MIN,1.0
243,2021091203_1485,0,CIN,MIN,0.0
244,2021091203_149,0,MIN,CIN,0.0
245,2021091203_1561,1,CIN,MIN,1.0
246,2021091203_1667,0,CIN,MIN,1.0
247,2021091203_1723,1,MIN,CIN,0.0
248,2021091203_1780,0,MIN,CIN,0.0
249,2021091203_1809,1,MIN,CIN,0.0
250,2021091203_1885,0,CIN,MIN,0.0
251,2021091203_1938,1,CIN,MIN,0.0
252,2021091203_1967,1,CIN,MIN,1.0
253,2021091203_2063,0,MIN,CIN,0.0
254,2021091203_2186,1,MIN,CIN,0.0
255,2021091203_2376,0,CIN,MIN,1.0
256,2021091203_2472,1,CIN,MIN,0.0
257,2021091203_2538,0,CIN,MIN,1.0
258,2021091203_258,0,MIN,CIN,0.0
259,2021091203_2685,1,MIN,CIN,0.0
260,2021091203_2751,0,MIN,CIN,0.0
261,2021091203_2773,0,MIN,CIN,0.0
262,2021091203_280,0,MIN,CIN,0.0
263,2021091203_2862,0,CIN,MIN,0.0
264,2021091203_2952,1,MIN,CIN,1.0
265,2021091203_2974,1,MIN,CIN,1.0
266,2021091203_3239,1,MIN,CIN,0.0
267,2021091203_3405,1,MIN,CIN,0.0
268,2021091203_3429,0,MIN,CIN,1.0
269,2021091203_3453,0,MIN,CIN,0.0
270,2021091203_3645,0,CIN,MIN,0.0
271,2021091203_3740,0,MIN,CIN,0.0
272,2021091203_3764,0,MIN,CIN,1.0
273,2021091203_3977,1,MIN,CIN,0.0
274,2021091203_4001,1,MIN,CIN,1.0
275,2021091203_4025,0,MIN,CIN,0.0
276,2021091203_4047,1,MIN,CIN,1.0
277,2021091203_405,0,CIN,MIN,0.0
278,2021091203_4076,1,MIN,CIN,0.0
279,2021091203_4100,0,MIN,CIN,0.0
280,2021091203_4124,0,MIN,CIN,0.0
281,2021091203_4329,0,CIN,MIN,0.0
282,2021091203_4393,0,MIN,CIN,0.0
283,2021091203_4415,0,MIN,CIN,0.0
284,2021091203_4528,1,CIN,MIN,0.0
285,2021091203_4682,1,MIN,CIN,0.0
286,2021091203_533,0,MIN,CIN,1.0
287,2021091203_601,1,CIN,MIN,1.0
288,2021091203_620,0,CIN,MIN,0.0
289,2021091203_722,0,MIN,CIN,1.0
290,2021091203_765,0,MIN,CIN,0.0
291,2021091203_845,1,CIN,MIN,1.0
292,2021091203_924,1,MIN,CIN,1.0
293,2021091204_1054,0,SF,DET,1.0
294,2021091204_1187,0,DET,SF,0.0
295,2021091204_1300,0,DET,SF,0.0
296,2021091204_135,1,DET,SF,1.0
297,2021091204_157,1,DET,SF,0.0
298,2021091204_1670,1,DET,SF,0.0
299,2021091204_1916,0,SF,DET,0.0
300,2021091204_1938,0,SF,DET,1.0
301,2021091204_1979,0,SF,DET,0.0
302,2021091204_2034,0,SF,DET,0.0
303,2021091204_2345,0,DET,SF,0.0
304,2021091204_2421,0,DET,SF,0.0
305,2021091204_2447,1,DET,SF,1.0
306,2021091204_2596,1,SF,DET,1.0
307,2021091204_2742,1,DET,SF,0.0
308,2021091204_2766,1,DET,SF,0.0
309,2021091204_282,0,DET,SF,0.0
310,2021091204_3017,0,DET,SF,0.0
311,2021091204_3100,0,DET,SF,0.0
312,2021091204_3195,1,SF,DET,1.0
313,2021091204_328,1,DET,SF,0.0
314,2021091204_3351,0,DET,SF,0.0
315,2021091204_3375,0,DET,SF,0.0
316,2021091204_3479,1,DET,SF,0.0
317,2021091204_3504,0,DET,SF,0.0
318,2021091204_3533,1,DET,SF,0.0
319,2021091204_3597,1,SF,DET,1.0
320,2021091204_3638,0,DET,SF,0.0
321,2021091204_3662,0,DET,SF,0.0
322,2021091204_3691,0,DET,SF,0.0
323,2021091204_3719,1,DET,SF,0.0
324,2021091204_3774,1,DET,SF,0.0
325,2021091204_3808,1,DET,SF,0.0
326,2021091204_3832,0,DET,SF,0.0
327,2021091204_3856,0,DET,SF,0.0
328,2021091204_3880,0,DET,SF,0.0
329,2021091204_3908,1,DET,SF,0.0
330,2021091204_4042,0,DET,SF,0.0
331,2021091204_4082,0,DET,SF,0.0
332,2021091204_4106,0,DET,SF,0.0
333,2021091204_4135,1,DET,SF,0.0
334,2021091204_4164,0,DET,SF,1.0
335,2021091204_4199,0,DET,SF,0.0
336,2021091204_4253,1,DET,SF,0.0
337,2021091204_4441,1,DET,SF,0.0
338,2021091204_4463,1,DET,SF,0.0
339,2021091204_4492,1,DET,SF,0.0
340,2021091204_4514,1,DET,SF,0.0
341,2021091204_4555,0,DET,SF,0.0
342,2021091204_4581,0,DET,SF,0.0
343,2021091204_4607,1,DET,SF,0.0
344,2021091204_4629,1,DET,SF,0.0
345,2021091204_487,1,SF,DET,0.0
346,2021091204_596,0,DET,SF,1.0
347,2021091204_736,1,DET,SF,1.0
348,2021091204_807,0,DET,SF,0.0
349,2021091204_831,0,DET,SF,0.0
350,2021091204_895,0,DET,SF,0.0
351,2021091204_919,1,DET,SF,0.0
352,2021091205_100,0,HOU,JAX,0.0
353,2021091205_1050,1,JAX,HOU,0.0
354,2021091205_1091,1,JAX,HOU,0.0
355,2021091205_1278,0,JAX,HOU,0.0
356,2021091205_1426,1,HOU,JAX,1.0
357,2021091205_1494,1,HOU,JAX,0.0
358,2021091205_151,0,JAX,HOU,0.0
359,2021091205_1518,0,HOU,JAX,0.0
360,2021091205_1711,1,JAX,HOU,0.0
361,2021091205_1739,0,JAX,HOU,0.0
362,2021091205_1808,0,HOU,JAX,0.0
363,2021091205_1924,0,JAX,HOU,0.0
364,2021091205_2075,1,HOU,JAX,1.0
365,2021091205_2097,0,HOU,JAX,0.0
366,2021091205_2183,1,JAX,HOU,0.0
367,2021091205_2223,0,JAX,HOU,0.0
368,2021091205_2245,0,JAX,HOU,0.0
369,2021091205_2297,0,HOU,JAX,0.0
370,2021091205_2325,1,HOU,JAX,0.0
371,2021091205_2388,1,HOU,JAX,0.0
372,2021091205_2429,1,HOU,JAX,0.0
373,2021091205_249,1,JAX,HOU,0.0
374,2021091205_2581,1,JAX,HOU,0.0
375,2021091205_2681,0,HOU,JAX,0.0
376,2021091205_2795,1,JAX,HOU,0.0
377,2021091205_2838,0,JAX,HOU,0.0
378,2021091205_3151,1,JAX,HOU,0.0
379,2021091205_3310,0,HOU,JAX,0.0
380,2021091205_3361,0,JAX,HOU,0.0
381,2021091205_3383,0,JAX,HOU,0.0
382,2021091205_3426,1,JAX,HOU,0.0
383,2021091205_3631,1,HOU,JAX,1.0
384,2021091205_3687,0,JAX,HOU,0.0
385,2021091205_3711,0,JAX,HOU,0.0
386,2021091205_3761,0,JAX,HOU,0.0
387,2021091205_3783,1,JAX,HOU,0.0
388,2021091205_3805,1,JAX,HOU,0.0
389,2021091205_3886,1,JAX,HOU,0.0
390,2021091205_4100,1,JAX,HOU,0.0
391,2021091205_4122,1,JAX,HOU,1.0
392,2021091205_4141,0,JAX,HOU,0.0
393,2021091205_423,0,HOU,JAX,0.0
394,2021091205_4420,0,JAX,HOU,0.0
395,2021091205_447,0,HOU,JAX,0.0
396,2021091205_4489,0,JAX,HOU,0.0
397,2021091205_4513,0,JAX,HOU,0.0
398,2021091205_4535,1,JAX,HOU,0.0
399,2021091205_4580,0,JAX,HOU,0.0
400,2021091205_4604,1,JAX,HOU,1.0
401,2021091205_4649,1,JAX,HOU,1.0
402,2021091205_4695,0,JAX,HOU,0.0
403,2021091205_513,1,HOU,JAX,1.0
404,2021091205_745,0,JAX,HOU,0.0
405,2021091205_78,0,HOU,JAX,1.0
406,2021091205_811,0,HOU,JAX,1.0
407,2021091205_856,0,HOU,JAX,1.0
408,2021091205_878,0,HOU,JAX,0.0
409,2021091206_1064,0,IND,SEA,0.0
410,2021091206_1171,1,IND,SEA,1.0
411,2021091206_1195,0,IND,SEA,1.0
412,2021091206_128,1,IND,SEA,1.0
413,2021091206_1320,1,SEA,IND,0.0
414,2021091206_1483,0,IND,SEA,1.0
415,2021091206_1583,1,SEA,IND,0.0
416,2021091206_1668,1,SEA,IND,1.0
417,2021091206_1687,1,SEA,IND,0.0
418,2021091206_1745,1,IND,SEA,0.0
419,2021091206_1824,0,IND,SEA,0.0
420,2021091206_1865,0,IND,SEA,0.0
421,2021091206_1945,0,SEA,IND,0.0
422,2021091206_2011,0,SEA,IND,0.0
423,2021091206_2058,0,IND,SEA,0.0
424,2021091206_2111,0,IND,SEA,0.0
425,2021091206_2229,0,SEA,IND,0.0
426,2021091206_2253,1,SEA,IND,0.0
427,2021091206_2301,0,IND,SEA,1.0
428,2021091206_2347,1,IND,SEA,0.0
429,2021091206_245,0,IND,SEA,0.0
430,2021091206_2676,1,SEA,IND,0.0
431,2021091206_2760,1,IND,SEA,0.0
432,2021091206_2868,1,IND,SEA,0.0
433,2021091206_2914,1,IND,SEA,1.0
434,2021091206_2964,0,IND,SEA,0.0
435,2021091206_2988,0,IND,SEA,0.0
436,2021091206_3032,0,IND,SEA,0.0
437,2021091206_3060,0,IND,SEA,0.0
438,2021091206_3236,0,SEA,IND,0.0
439,2021091206_3287,0,IND,SEA,0.0
440,2021091206_3311,0,IND,SEA,0.0
441,2021091206_3353,0,IND,SEA,0.0
442,2021091206_3382,1,IND,SEA,0.0
443,2021091206_3439,1,IND,SEA,0.0
444,2021091206_3463,1,IND,SEA,0.0
445,2021091206_3561,1,IND,SEA,1.0
446,2021091206_3761,0,IND,SEA,0.0
447,2021091206_3803,1,IND,SEA,0.0
448,2021091206_3833,0,IND,SEA,0.0
449,2021091206_506,1,SEA,IND,1.0
450,2021091206_649,1,SEA,IND,1.0
451,2021091206_742,1,IND,SEA,0.0
452,2021091206_76,0,IND,SEA,0.0
453,2021091206_855,1,SEA,IND,1.0
454,2021091207_100,1,TEN,ARI,0.0
455,2021091207_1053,1,TEN,ARI,1.0
456,2021091207_1344,1,ARI,TEN,1.0
457,2021091207_1431,0,TEN,ARI,0.0
458,2021091207_1476,0,TEN,ARI,0.0
459,2021091207_1540,0,TEN,ARI,0.0
460,2021091207_1562,1,TEN,ARI,1.0
461,2021091207_1584,0,TEN,ARI,0.0
462,2021091207_1725,0,ARI,TEN,0.0
463,2021091207_1747,0,ARI,TEN,1.0
464,2021091207_1834,0,ARI,TEN,0.0
465,2021091207_1858,0,ARI,TEN,0.0
466,2021091207_2050,1,TEN,ARI,0.0
467,2021091207_2074,0,TEN,ARI,1.0
468,2021091207_2095,1,TEN,ARI,0.0
469,2021091207_2119,0,TEN,ARI,0.0
470,2021091207_2148,1,TEN,ARI,1.0
471,2021091207_2222,0,TEN,ARI,1.0
472,2021091207_2244,1,TEN,ARI,0.0
473,2021091207_2345,0,ARI,TEN,0.0
474,2021091207_2503,1,ARI,TEN,0.0
475,2021091207_2529,1,TEN,ARI,1.0
476,2021091207_253,1,ARI,TEN,0.0
477,2021091207_2553,1,TEN,ARI,1.0
478,2021091207_2654,1,ARI,TEN,1.0
479,2021091207_2766,0,ARI,TEN,1.0
480,2021091207_2856,0,TEN,ARI,0.0
481,2021091207_2901,0,TEN,ARI,0.0
482,2021091207_2949,0,ARI,TEN,0.0
483,2021091207_2982,1,ARI,TEN,1.0
484,2021091207_3148,1,TEN,ARI,0.0
485,2021091207_3245,1,ARI,TEN,0.0
486,2021091207_3310,1,TEN,ARI,0.0
487,2021091207_3353,0,TEN,ARI,0.0
488,2021091207_3398,0,TEN,ARI,0.0
489,2021091207_3420,1,TEN,ARI,0.0
490,2021091207_3444,0,TEN,ARI,1.0
491,2021091207_3466,0,TEN,ARI,0.0
492,2021091207_3488,0,TEN,ARI,0.0
493,2021091207_3527,0,TEN,ARI,0.0
494,2021091207_3728,0,TEN,ARI,0.0
495,2021091207_3776,1,TEN,ARI,1.0
496,2021091207_3804,0,TEN,ARI,0.0
497,2021091207_3828,0,TEN,ARI,0.0
498,2021091207_3847,1,TEN,ARI,0.0
499,2021091207_386,1,ARI,TEN,0.0
500,2021091207_3871,1,TEN,ARI,0.0
501,2021091207_410,1,ARI,TEN,0.0
502,2021091207_621,1,ARI,TEN,1.0
503,2021091207_660,0,ARI,TEN,0.0
504,2021091207_76,0,TEN,ARI,0.0
505,2021091207_839,0,ARI,TEN,0.0
506,2021091207_863,1,ARI,TEN,0.0
507,2021091207_930,1,TEN,ARI,0.0
508,2021091207_954,0,TEN,ARI,0.0
509,2021091208_1095,0,LAC,WAS,0.0
510,2021091208_1190,1,LAC,WAS,1.0
511,2021091208_1214,1,LAC,WAS,0.0
512,2021091208_1238,0,LAC,WAS,0.0
513,2021091208_1304,1,LAC,WAS,0.0
514,2021091208_1453,1,WAS,LAC,1.0
515,2021091208_1521,0,LAC,WAS,1.0
516,2021091208_1599,0,LAC,WAS,0.0
517,2021091208_1644,0,LAC,WAS,0.0
518,2021091208_1710,0,LAC,WAS,1.0
519,2021091208_1739,0,LAC,WAS,0.0
520,2021091208_175,0,LAC,WAS,0.0
521,2021091208_2046,1,LAC,WAS,0.0
522,2021091208_2156,0,WAS,LAC,0.0
523,2021091208_2185,1,WAS,LAC,0.0
524,2021091208_2219,0,WAS,LAC,0.0
525,2021091208_2428,1,WAS,LAC,0.0
526,2021091208_2617,0,LAC,WAS,0.0
527,2021091208_2641,0,LAC,WAS,0.0
528,2021091208_2670,0,LAC,WAS,0.0
529,2021091208_2714,1,LAC,WAS,1.0
530,2021091208_272,0,LAC,WAS,1.0
531,2021091208_2761,1,LAC,WAS,1.0
532,2021091208_2804,0,LAC,WAS,0.0
533,2021091208_2849,0,LAC,WAS,0.0
534,2021091208_3166,1,WAS,LAC,0.0
535,2021091208_3331,1,WAS,LAC,1.0
536,2021091208_3420,0,LAC,WAS,1.0
537,2021091208_3442,1,LAC,WAS,0.0
538,2021091208_3597,0,LAC,WAS,0.0
539,2021091208_3850,1,WAS,LAC,0.0
540,2021091208_3874,0,WAS,LAC,1.0
541,2021091208_401,0,WAS,LAC,0.0
542,2021091208_4055,0,LAC,WAS,0.0
543,2021091208_4101,0,LAC,WAS,0.0
544,2021091208_4125,0,LAC,WAS,0.0
545,2021091208_4191,0,LAC,WAS,1.0
546,2021091208_4312,0,LAC,WAS,0.0
547,2021091208_493,0,LAC,WAS,0.0
548,2021091208_620,0,WAS,LAC,0.0
549,2021091208_649,1,WAS,LAC,0.0
550,2021091208_742,0,LAC,WAS,0.0
551,2021091208_788,0,LAC,WAS,0.0
552,2021091208_85,1,LAC,WAS,1.0
553,2021091208_974,1,WAS,LAC,0.0
554,2021091208_996,1,WAS,LAC,0.0
555,2021091209_1142,1,KC,CLE,1.0
556,2021091209_1188,0,KC,CLE,0.0
557,2021091209_1387,0,CLE,KC,0.0
558,2021091209_155,0,CLE,KC,0.0
559,2021091209_1601,0,KC,CLE,0.0
560,2021091209_1631,0,KC,CLE,0.0
561,2021091209_1672,1,KC,CLE,1.0
562,2021091209_1694,1,KC,CLE,0.0
563,2021091209_177,0,CLE,KC,0.0
564,2021091209_1853,0,CLE,KC,0.0
565,2021091209_1894,0,CLE,KC,0.0
566,2021091209_1916,0,CLE,KC,0.0
567,2021091209_1971,0,CLE,KC,0.0
568,2021091209_2124,1,KC,CLE,0.0
569,2021091209_2226,0,KC,CLE,1.0
570,2021091209_2250,0,KC,CLE,0.0
571,2021091209_2293,1,KC,CLE,1.0
572,2021091209_2364,1,KC,CLE,0.0
573,2021091209_2425,0,KC,CLE,0.0
574,2021091209_243,0,CLE,KC,0.0
575,2021091209_265,1,CLE,KC,0.0
576,2021091209_2685,0,KC,CLE,1.0
577,2021091209_2735,0,KC,CLE,0.0
578,2021091209_2777,1,KC,CLE,0.0
579,2021091209_289,0,CLE,KC,0.0
580,2021091209_3093,0,KC,CLE,0.0
581,2021091209_3149,1,CLE,KC,0.0
582,2021091209_3168,0,CLE,KC,0.0
583,2021091209_3192,1,CLE,KC,0.0
584,2021091209_3286,0,KC,CLE,0.0
585,2021091209_3390,0,CLE,KC,0.0
586,2021091209_3435,1,CLE,KC,1.0
587,2021091209_3510,1,KC,CLE,1.0
588,2021091209_3534,1,KC,CLE,0.0
589,2021091209_3617,1,KC,CLE,1.0
590,2021091209_3639,1,KC,CLE,0.0
591,2021091209_3704,0,CLE,KC,0.0
592,2021091209_3745,0,CLE,KC,0.0
593,2021091209_3793,1,CLE,KC,1.0
